doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
37,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,weekend restriction; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""weekend restriction"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: weekend restriction; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in retail. Record note: weekend restriction, license verified. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,schedule_gap,0.4175,2.7104
38,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,missing sql; upskilling required; meets required credential; ready for placement,"{""confidence"": 0.98, ""evidence"": [""missing sql"", ""upskilling required"", ""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: missing sql; upskilling required; meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,West,administration,job-match memo,grants coordinator,"job-match memo. Job: grants coordinator in health. Record note: meets required credential, missing SQL, upskilling required. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.354,3.4529
38,rubric_v1,84fd6cb9b699257b,0,none,0.0745,0.8509,1,0,0,0,4,missing sql; upskilling required; meets required credential; ready for placement,"{""confidence"": 0.8509, ""evidence"": [""missing sql"", ""upskilling required"", ""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0745, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: missing sql; upskilling required; meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,West,administration,job-match memo,grants coordinator,"job-match memo. Job: grants coordinator in health. Record note: meets required credential, missing SQL, upskilling required. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.354,3.4529
38,expansive_v1,64f2e45d522fc7f6,0,none,0.2109,0.5782,1,0,0,0,4,missing sql; upskilling required; meets required credential; ready for placement,"{""confidence"": 0.5782, ""evidence"": [""missing sql"", ""upskilling required"", ""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: missing sql; upskilling required; meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,West,administration,job-match memo,grants coordinator,"job-match memo. Job: grants coordinator in health. Record note: meets required credential, missing SQL, upskilling required. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.354,3.4529
39,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,childcare conflict; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""childcare conflict"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: childcare conflict; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,West,operations,job-match memo,program operations associate,"job-match memo. Job: program operations associate in education. Record note: childcare conflict, no training barrier. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,schedule_gap,0.72,3.311
39,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,childcare conflict; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""childcare conflict"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: childcare conflict; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,West,operations,job-match memo,program operations associate,"job-match memo. Job: program operations associate in education. Record note: childcare conflict, no training barrier. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,schedule_gap,0.72,3.311
39,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,childcare conflict; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""childcare conflict"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: childcare conflict; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,West,operations,job-match memo,program operations associate,"job-match memo. Job: program operations associate in education. Record note: childcare conflict, no training barrier. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,schedule_gap,0.72,3.311
40,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,needs ehr; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""needs ehr"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: needs ehr; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,South,production,resume screen,warehouse lead,resume screen. Job: warehouse lead in retail. Record note: needs EHR. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.3983,3.0682
40,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,needs ehr; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""needs ehr"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: needs ehr; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,South,production,resume screen,warehouse lead,resume screen. Job: warehouse lead in retail. Record note: needs EHR. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.3983,3.0682
40,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,needs ehr; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""needs ehr"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: needs ehr; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,South,production,resume screen,warehouse lead,resume screen. Job: warehouse lead in retail. Record note: needs EHR. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.3983,3.0682
41,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Northeast,customer,job-match memo,intake specialist,"job-match memo. Job: intake specialist in health. Record note: ready for placement, license verified. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.5519,3.8447
41,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Northeast,customer,job-match memo,intake specialist,"job-match memo. Job: intake specialist in health. Record note: ready for placement, license verified. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.5519,3.8447
41,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Northeast,customer,job-match memo,intake specialist,"job-match memo. Job: intake specialist in health. Record note: ready for placement, license verified. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.5519,3.8447
42,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,childcare conflict; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""childcare conflict"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: childcare conflict; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,customer,resume screen,intake specialist,resume screen. Job: intake specialist in retail. Record note: childcare conflict. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,schedule_gap,0.4136,2.9455
42,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,childcare conflict; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""childcare conflict"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: childcare conflict; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,customer,resume screen,intake specialist,resume screen. Job: intake specialist in retail. Record note: childcare conflict. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,schedule_gap,0.4136,2.9455
42,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,childcare conflict; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""childcare conflict"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: childcare conflict; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,customer,resume screen,intake specialist,resume screen. Job: intake specialist in retail. Record note: childcare conflict. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,schedule_gap,0.4136,2.9455
43,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,degree requirement unmet; certification not current; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""degree requirement unmet"", ""certification not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: degree requirement unmet; certification not current; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,public,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in public. Record note: degree requirement unmet, certification not current. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.5691,2.8279
